pid|manufacturer|group|content|unit|pharmForm|genericProduct|salesIndex|category|campaignIndex|rrp
15901|101|21OK3|60|ST|KAP|0|53|||9.85
15902|60|22OI3|200|ML|LOT|0|53|95||10.95
15903|60|22OI3|20|ML|LOT|0|53|95||2.15
15904|60|22OI3|200|ML|LOT|0|53|95||15.35
15905|60|22OI3|20|ML|LOT|0|53|95||2.15
15906|60|22OI3|200|ML|LOT|0|53|95||15.35
15907|60|22OI3|20|ML|LOT|0|53|||2.15
15908|60|22OI3|200|ML|LOT|0|53|95||18.64
15909|60|22OI3|20|ML|LOT|0|53|95||2.15
15910|60|22OI3|75|ML|CRE|0|53|8||9.29
15911|227|12OH0F|50|ML|FLU|0|52|||7.87
15912|227|12OH0F|100|ML|TRO|0|52|245||12.38
15913|102|12OS2F|50|ST|TMR|0|40|||15.83
15914|102|12OS2F|100|ST|TMR|0|40|||29.13
15915|64|22OI2|400|ML|EMU|0|53|24||8.35
15916|64|22OI2|400|ML||0|53|76||5.93
15917|609|21OI0|312|ML|FLU|0|53|218||2.85
15918|609|21OI0|312|ML|FLU|0|53|218||2.85
15919|609|21OI0|312|ML|FLU|0|53|218||2.85
15920|609|21OI0|312|ML|FLU|0|53|218||2.85
15921|166|21OKG|7X25|ML|TRA|0|53|107||14.25
15922|166|21OKG|7X25|ML|TRA|0|53|61||14.25
15923|255|2FOI|50|ML|TRO|0|40|1||19.21
15924|255|2FOI|100|ML|TRO|0|40|193||27.24
15925|82|18OI0EOI|10|ST|FTA|1|40|50|B|6.26
15926|82|18OI0EOI|20|ST|FTA|1|40|50||9.62
15927|105|10OT30SK|6|ST|TAB|0|40|152||6.39
15928|105|10OT30SK|12|ST|TAB|0|40|152||10.39
15929|64|22OI3|200|ML|LOT|0|53|8||11.21
15930|64|22OI3|50|ML|CRE|0|53|8||15.39
15931|449|21OJ0|75|G|BON|0|53|26||2.04
15932|102|10IZ0F|120|ST|KTA|0|40|125||25.29
15933|255|10II50OK|100|ST|WKA|0|40|193||23.61
15934|921|22OI9|30|ML|LOE|0|53|221||9.36
15935|212|20OH0|1|ST||0|53|||17.97
15936|82|1COSF|100|ML|SIR|0|40|116|B|8.25
15937|288|20OI3|100|ST|PFL|0|53|||13.26
15938|32|22OZ0|1|ST|ZBU|0|53|162||2.63
15939|922|2FOI|100|ML|TRO|0|40|163||18.88
15940|176|10IZ00OH|100|ST|BTA|0|52|125||22.36
15941|176|10IZ00OH|40|ST|BTA|0|52|125||17.80
15942|176|10IZ00OH|100|ST|BTA|0|52|125||39.01
15943|97|14OH1|60|ST|HKP|0|40|100||21.97
15944|97|14OH1|120|ST|HKP|0|40|100||40.15
15945|62|2FOI|100|ML|TRO|0|40|244||51.68
15946|230|21OJ0|1|ST|TAB|0|53|85||0.83
15947|231|21OS0|250|G|TEE|0|53|||10.23
15948|223|1DOIF0ZO|200|ML|AUB|0|53|137||10.89
15949|470|21OKG|20|ST|GRA|0|53|128||19.69
15950|1|2FOI|60|ST|TAB|0|40|133||10.45
15951|680|21OKG|80|ST|KAP|0|53|||28.38
15952|438|20OHF|1|ST||0|53|157|B|7.69
15953|223|1DOIF0ZO|10|ML|SPR|0|53|39||13.14
15954|230|21OJ0|70|G|BON|0|53|26||3.12
15955|121|21OK3|20|ST|GRA|0|53|71||4.72
15956|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15957|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15958|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15959|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15960|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15961|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15962|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15963|248|22OZ0|6|ST|ZBU|0|53|142||5.08
15964|248|22OZ0|6|ST|ZBU|0|53|||5.08
15965|19|21OKG|100|ST|KAP|0|53|22||8.79
15966|215|1DOIF0ZO|300|ML|LOE|0|53|||14.95
15967|108|23|1|ST|XHA|0|53|21||7.15
15968|108|23|1|ST|XHA|0|53|21||6.59
15969|108|23|1|ST|XHA|0|53|140||7.69
15970|108|23|1|ST|XHA|0|53|140||8.79
15971|115|21OKG|14X3.8|G|GRA|0|53|3||17.00
15972|115|21OKG|56X3.8|G|GRA|0|53|3||56.05
15973|433|2FOI|50|ML|Tei|0|40|||29.70
15974|319|22OKG|1|ST||0|53|117||9.86
15975|185|22OI2|70|ST|WAT|0|53|137||2.19
15976|155|13OI0EIS|30|ML|SPR|0|40|||17.52
15977|776|20OHF|1|ST||0|53|157||78.41
15978|104|1EOH20OZ|50|ST|TTR|0|53|99||31.74
15979|41|22OI3|40|ML|CRE|0|53|54||24.09
15980|18|1COSF|20|ST|KAP|0|52|18||4.73
15981|18|1COSF|50|ST|KAP|0|52|18||10.96
15982|48|22OI3|200|ML|MIL|0|53|95||20.79
15983|48|22OH|125|ML|SPR|0|53||A|24.75
15984|48|22OH|125|ML|SPR|0|53|111|A|24.75
15985|381|20OHG|6|ST||0|53|||3.96
15986|381|20OHG|6|ST||0|53|||3.96
15987|381|20OHG|6|ST||0|53|||3.96
15988|437|20OH4|250|G|KOM|0|53|||3.91
15989|923|22OI0|9|G||0|53|136||15.29
15990|923|22OI0|1.1|G|STI|0|53|136||8.47
15991|924|13OX0F|30|ML|GEL|0|53|393||21.89
15992|21|22OIK|10X20|G|BAD|0|53|62||5.72
15993|235|10OJ01OJ|28|ST|DRA|0|40|73||6.08
15994|37|21OK3|160|ST|KTA|0|53|3||19.75
15995|172|1COJ00OZ|10|ST|TAB|1|40|48|C|8.47
15996|105|22OI5|5|ST|PFL|0|53|12||7.65
15997|925|1EOH20OZ|50|ST|TTR|0|53|||33.00
15998|233|21OKG|600|G|PUL|0|53|267||21.89
15999|33|10IZ00ZO|40|ST|BTA|0|40|125||11.53
16000|90|20OIF|1|ST||0|53|12||43.63
16001|926|22OI3|200|ML|XPK|0|53|||9.79
16002|926|22OI3|50|ML|XPK|0|53|||8.75
16003|223|1DOIF0ZO|5X0.4|ML|ATR|0|53|||3.85
16004|103|20OH3|1|ST||0|53|87||1.69
16005|19|1DOI4FOI|50X0.5|ML|ATR|0|40||C|15.24
16006|350|21OS0|200|G|TEE|0|53|80||21.95
16007|396|22OI3|100|ML|GEL|0|53|||44.99
16008|574|20OH3|100|ST|KAN|0|53|144||34.03
16009|302|20OI3|10|ST|PFL|0|53|12||3.33
16010|84|12OS2FOK|100|ST|HKP|0|40|4||54.18
16011|370|13OZ01|25|G|SAL|0|52|52||3.52
16012|370|13OZ01|50|G|SAL|0|52|52||5.17
16013|211|20OH0|1|ST|BAN|0|53|||8.69
16014|211|20OI2|1|ST|BAN|0|53|12||9.68
16015|927|20OZ1|1|ST||0|53|||10.38
16016|927|20OZ2|1|ST||0|53|||13.62
16017|927|20OZ2|1|ST||0|53|104||26.38
16018|4|21OK3|20|ST|BTA|0|53|41||14.28
16019|145|22OI5|75|ML|BAL|0|53|203||7.65
16020|239|22OIF|125|ML|FLU|0|53|343||27.63
16021|145|22OI3|75|ML|SAL|0|53|20||8.75
16022|146|10OJ01OZ|100|ST|DRA|0|40|73||15.31
16023|83|22OH|50|ML|CRE|0|53|111|A|17.49
16024|156|19OJ3FOZ|30|ST|FTA|0|40|163||31.86
16025|156|19OJ3FOZ|60|ST|FTA|0|40|163||59.35
16026|117|14OZ2F|9|ST|VGE|0|53|7||29.69
16027|172|10IZ0F|48|ST|KTA|0|40|209||20.88
16028|172|10IZ0F|120|ST|KTA|0|40|209||48.94
16029|42|21OKG|50|ML|OEL|0|53|3||11.99
16030|645|21OIE|560|G|PUL|0|53|32||13.35
16031|727|12OS10OK|100|G|CRE|0|40|25||10.93
16032|645|21OIE|560|G|PUL|0|53|32||13.35
16033|645|21OIE|40|G|TAB|0|53|32||1.18
16034|82|19OZ1ESI|20|ST|TAB|0|40|50||5.72
16035|82|17OK0|50|ML|LOE|0|40|57|B|7.32
16036|82|17OK0|100|ML|LOE|0|40|57|B|12.38
16037|188|20OZ2|20|ST||0|53|70||23.02
16038|89|22OI3|400|ML|LOT|0|53|29||17.45
16039|670|22OZ1|50|ML|GEL|0|53|19||7.69
16040|141|21OK3|30|ST|LUT|0|53|3||12.01
16041|141|21OK3|60|ST|LUT|0|53|229||22.50
16042|234|21OI2|200|ML|FLU|0|53|165||5.33
16043|234|21OI2|200|ML|FLU|0|53|165||5.33
16044|13|22OI9|5|ST|TUE|0|53|||3.37
16045|58|19OZ10OI|50|ST|TAB|1|40|119||2.35
16046|58|19OZ10OI|100|ST|TAB|0|40|119||3.77
16047|19|1COS20IO|200|ML|FLU|0|53|18||9.87
16048|928|21OKG|10|ST|PUL|0|53|9||6.55
16049|535|21OKG|120|ST|Kap|0|53|3||43.95
16050|535|21OKG|60|ST|KAP|0|53|230||32.95
16051|155|13OI0EIS|15|G|GEL|0|40|||9.52
16052|685|14OH1|100|ST|FTA|0|52|||19.69
16053|163|20OHG|1|ST||0|53|248||7.70
16054|163|20OHG|1|ST||0|53|248||6.44
16055|163|20OH8|1|ST||0|53|86||16.45
16056|163|20OH8|1|ST||0|53|118||5.45
16057|115|21OK3|60|ST|KAP|0|53|57||25.25
16058|89|13OX02|50|ML|SPR|0|53|12|A|7.21
16059|19|21OKG|800|G|PUL|0|53|||29.65
16060|257|22OI3|150|ML|CRE|0|53|375||30.69
16061|257|22OI3|100|ML|OEL|0|53|375||29.59
16062|257|22OI2|200|ML|XDG|0|53|76||10.45
16063|257|22OI3|200|ML|CRE|0|53|95||19.69
16064|251|20OH3|100|ST|KAN|0|53|||27.19
16065|219|22OI2|150|ML|CRE|0|53|6||10.23
16066|219|22OI3|50|ML|FLU|0|53|6||11.38
16067|219|22OI3|50|ML|CRE|0|53|6||11.38
16068|81|21OS0|100|G|TEE|0|53|||10.95
16069|294|21OS0|25|ST|FBE|0|53|||8.75
16070|115|21OKG|20|ST|KAP|0|53|57||21.95
16071|690|22OI3|100|ML|SAL|0|53|7||14.85
16072|10|1EOH20OZ|50|ST|TTR|0|53|99||21.99
16073|206|22OI9|10|ML|OEL|0|53|||6.00
16074|71|2FOI|100|ST|TAB|0|40|23||12.87
16075|71|2FOI|500|ST|TAB|0|40|23||47.29
16076|71|2FOI|100|ST|TAB|0|40|23||11.86
16077|41|22OI4|15|ML|CRE|0|53|54||28.05
16078|61|21OS0|60|G|TEE|0|53|||2.81
16079|32|2FQQ|4|ST||0|53|||8.79
16080|105|22OI5|10|ST|PFL|0|53|319||6.16
16081|105|22OI5|6|ST|PFL|0|53|20||7.65
16082|26|13IO0EOI|50|G|GEL|0|40|||10.24
16083|26|13IO0EOI|100|G|GEL|0|40|||16.10
16084|351|12OIE1OH|100|ST|DRA|0|40|22||21.78
16085|4|1COS21OZ|100|ML|LSE|1|40|18|B|10.97
16086|230|21OZG|1.5|L|LOE|0|53|||1.91
16087|133|1DOIF0ZO|10X0.5|ML|ATR|0|53|39||9.12
16088|133|1DOIF0ZO|30X0.5|ML|ATR|0|53|39||17.59
16089|133|1DOIF0ZO|60X0.5|ML|ATR|0|53|39||34.09
16090|133|1DOIF0ZO|1X10|ML|ATR|0|53|39||16.45
16091|133|1DOIF0ZO|2X15|ML|ATR|0|53|39||37.90
16092|133|1DOIF0ZO|10X0.6|G|AUG|0|53|137||11.54
16093|133|1DOIF0ZO|30X0.6|G|AUG|0|53|137||20.89
16094|133|1DOIF0ZO|60X0.6|G|AUG|0|53|137||35.19
16095|133|1DOIF0ZO|120X0.6|G|AUG|0|53|137||54.99
16096|133|1DOIF0ZO|1X10|G|AUG|0|53|137||10.55
16097|133|1DOIF0ZO|3X10|G|AUG|0|53|137||21.99
16098|133|1DOIF0ZO|1X10|G|AUG|0|53|39||10.55
16099|133|1DOIF0ZO|3X10|G|AUG|0|53|39||21.99
16100|350|21OS0|30|G|TEE|0|53|80||5.45
16101|82|1COJ00OQ|20|ST|TAB|1|40|9||6.33
16102|226|20OI3|1|ST|Pfl|0|53|||7.22
16103|248|22OZ0|6|ST|ZBU|0|53|142||6.68
16104|248|22OZ0|6|ST|ZBU|0|53|142||6.68
16105|248|22OZ0|6|ST|ZBU|0|53|142||6.68
16106|248|22OZ0|6|ST|ZBU|0|53|142||6.68
16107|248|22OZ0|6|ST|ZBU|0|53|142||6.68
16108|248|22OZ0|6|ST|ZBU|0|53|142||6.68
16109|523|21OK2|40|ST|KAP|0|53|28||9.88
16110|523|21OK2|100|ST|KAP|0|53|28||18.68
16111|121|21OKG|30|ST|TAB|0|53|15||4.61
16112|436|21OIE|240|G|PUL|0|53|228||11.66
16113|123|11OK11OI|100|ST|TAB|1|40|150||21.07
16114|123|10IZ10OZ|20|ST|GRA|0|40|28||5.05
16115|123|10IZ10OZ|50|ST|GRA|0|40|28||9.96
16116|123|10IZ10OZ|100|ST|GRA|0|40|28||17.38
16117|193|21OKG|100|G|PUL|0|53|262||4.35
16118|193|13OZ01|100|G|PST|0|40|46||5.60
16119|193|13OZ01|100|G|SUS|0|40|||6.57
16120|193|13OZ01|100|G|PST|0|40|||5.56
16121|231|22OI3|100|ML|CRE|0|53|||14.25
16122|231|21OKG|50|ML|OEL|0|53|||8.20
16123|317|20OH9|1|ST||0|53|||21.45
16124|317|20OH9|1|ST||0|53|4||24.20
16125|317|20OH9|2|ST||0|53|||11.55
16126|317|20OH9|1|ST||0|53|225||26.40
16127|61|21OKG|100|ML|OEL|0|53|||15.35
16128|529|22OIF|200|ML|SHA|0|53|||7.65
16129|474|10OJ03JS|50|ST|PLE|0|53|73||43.43
16130|408|2FOI|60|ST|KAP|0|40|27||17.40
16131|121|21OKG|30|ST|TAB|0|53|3||4.61
16132|121|21OK3|56|ST|TAB|0|53|230||5.82
16133|121|21OK3|30|ST|TAB|0|53|3||4.83
16134|18|10IZ22IO|40|ST|BTA|0|40|71||8.68
16135|18|1COS20IZ|20|ST|DRA|0|40|18||3.80
16136|18|1COS20IZ|40|ST|DRA|0|40|18||5.72
16137|55|21OK3|14X20|ML|TRA|0|53|||27.39
16138|125|1COZ00IJ|20|ST|LUT|0|40|138|B|8.97
16139|125|1COZ00IJ|40|ST|LUT|0|40|138|B|14.88
16140|121|21OK0|30|ST|TAB|0|53|91||3.51
16141|132|19OZ1EOI|10|ST|GRA|0|40|50||4.39
16142|132|19OZ1EOI|10|ST|GRA|0|40|50|B|5.84
16143|132|19OZ1EOI|10|ST|GRA|0|40|277||8.24
16144|58|18OI0EOI|50|ST|FTA|0|40|50||10.89
16145|329|19OJ0FZS|10|ST|FBE|0|52|211||1.59
16146|446|10IZ00OH|20|ST|BTA|0|52|125||4.90
16147|446|10IZ00OH|100|ST|BTA|0|52|||21.84
16148|208|2FOI|50|ML|TRO|0|40|||14.96
16149|208|2FOI|50|ML|TRO|0|40|23||14.96
16150|64|22OI2|200|ML|OEL|0|53|76||5.05
16151|929|21OK3|100|ST|TAB|0|53|||16.31
16152|156|19OJ3FOZ|60|ST|FTA|0|40|163||59.35
16153|87|21OK0|100|G|PUL|0|53|||4.84
16154|115|21OIG|60|ST|KAP|0|53|27||25.25
16155|115|21OK3|60|ST|KAP|0|53|22||25.25
16156|115|21OKG|60|ST|KAP|0|53|||31.30
16157|115|21OKG|60|ST|TAB|0|53|209||25.25
16158|329|22OIK|60|G|SLZ|0|53|76||1.49
16159|449|21OJ0|6X8|G|BON|0|53|26||1.64
16160|657|21OH1|960|ML|FLA|0|53|59||32.89
16161|657|21OH1|960|ML|FLA|0|53|59||32.89
16162|657|21OH1|960|ML|FLA|0|53|59||32.89
16163|657|21OH1|960|ML|FLA|0|53|59||27.39
16164|530|21OKG|60|ST|KAP|0|53|||18.64
16165|19|1DOI40OI|20X0.6|ML|ATR|0|40|||10.89
16166|450|22OZ0|1|ST|ZBU|0|53|||6.00
16167|387|22OI2|150|ML|XDG|0|53|76||5.45
16168|387|22OI2|150|ML|XDG|0|53|76||5.45
16169|387|22OI2|150|ML|XDG|0|53|76||5.45
16170|387|22OI2|150|ML|XDG|0|53|76||5.45
16171|387|22OI2|150|ML|XDG|0|53|76||5.45
16172|387|22OI2|150|ML|XDG|0|53|76||5.45
16173|270|21OJ0|200|G||0|53|353||3.07
16174|156|19OJ0FZS|30|ST|FTA|0|40|208||22.55
16175|156|19OJ0FZS|100|ST|FTA|0|40|208||60.28
16176|156|19OJ3FOZ|30|ST|FTA|0|40|163||58.29
16177|156|19OJ3FOZ|60|ST|FTA|0|40|163||105.55
16178|156|19OJ3FOZ|120|ST|FTA|0|40|163||195.76
16179|243|22OI3|30|ST|AMP|0|53|54||65.45
16180|96|21OKG|20|ML|TRO|0|53|||8.75
16181|96|21OKG|20|ML|TRO|0|53|||8.75
16182|96|21OKG|20|ML|TRO|0|53|||8.75
16183|96|21OKG|20|ML|TRO|0|53|||8.75
16184|96|21OKG|20|ML|TRO|0|53|||8.75
16185|96|21OKG|20|ML|TRO|0|53|||8.75
16186|96|21OKG|20|ML|TRO|0|53|313||8.75
16187|96|21OKG|20|ML|TRO|0|53|313||8.75
16188|96|21OKG|20|ML|TRO|0|53|||8.75
16189|96|21OKG|20|ML|TRO|0|53|313||8.75
16190|96|21OKG|20|ML|TRO|0|53|||8.75
16191|96|21OKG|20|ML|TRO|0|53|||8.75
16192|96|21OKG|20|ML|TRO|0|53|313||8.75
16193|96|21OKG|20|ML|TRO|0|53|||8.75
16194|96|21OKG|20|ML|TRO|0|53|||8.75
16195|96|21OKG|20|ML|TRO|0|53|||8.75
16196|96|21OKG|20|ML|TRO|0|53|||8.75
16197|83|22OI3|40|ML|CRE|0|53|54||38.39
16198|83|22OI3|30|ML||0|53|54||40.15
16199|219|22OI3|100|ML|BAL|0|53|4||11.83
16200|59|20OHE|1|ST||0|53|117||5.87
16201|328|18OI0EOI|30|ST|FTA|1|40|50||6.44
16202|101|21OKG|60|ST|KTA|0|53|108||21.95
16203|10|10OT30OK|10|ST|TAB|1|40|152||2.60
16204|166|1DOIF0IH|5|G|AUS|0|53|137||8.54
16205|834|21OKG|500|G|PUL|0|53|240||87.89
16206|108|23|4X1.5|ML|FLU|0|53|140||18.69
16207|108|23|4X2.5|ML|FLU|0|53|140||21.99
16208|108|23|4X0.75|ML||0|53|21||19.79
16209|108|23|4X1.5|ML|TUB|0|53|140||15.39
16210|108|23|4X2.5|ML|TUB|0|53|140||17.59
16211|108|23|4X0.75|ML|TUB|0|53|21||16.49
16212|176|21OK2|20|ST|GRA|0|53|71||9.85
16213|176|21OK2|50|ST|GRA|0|53|71||19.53
16214|176|21OK2|20|ST|GRA|0|53|71||10.18
16215|176|21OK2|50|ST|GRA|0|53|71||20.30
16216|38|1EOH20OZ|300|ML|SAF|0|52|294||6.08
16217|504|18OI0EOI|20|ST|FTA|1|40|50||5.28
16218|645|21OIE|750|G|PUL|0|53|41||35.46
16219|645|21OIE|750|G|PUL|0|53|41||35.46
16220|645|21OIE|750|G|PUL|0|53|41||35.46
16221|166|21OIG|30|ST|KAP|0|53|115||25.25
16222|166|21OIG|90|ST|KAP|0|53|115||70.35
16223|82|18OI0EOI|20|ST|FTA|0|40|50|B|7.87
16224|37|21OK3|40|ST|TAB|0|53|94||4.39
16225|189|21OS0|20|ST|FBE|0|53|313||5.45
16226|189|21OS0|20|ST|FBE|0|53|313||5.45
16227|189|21OS0|20|ST|FBE|0|53|313||5.45
16228|189|21OS0|20|ST|FBE|0|53|313||5.45
16229|189|21OS0|20|ST|FBE|0|53|313||5.45
16230|189|21OS0|20|ST|FBE|0|53|297||5.45
16231|227|21OK3|40|ST|KAP|0|53|280||15.68
16232|170|23|175|G|PUL|0|53|318||26.30
16233|812|10IJ0F|10X3|G|PUL|0|53|1||15.84
16234|173|20OH5|100|ST||0|53|||2.13
16235|79|22OIO|100|ML|CRE|0|53|||4.72
16236|79|22OIO|100|ML|CRE|0|53|123||4.72
16237|79|22OIO|16|ST|STR|0|53|76||4.72
16238|79|22OIO|20|ST|STR|0|53|76||4.72
16239|254|22OI2|200|ML|OEL|0|53|76||10.89
16240|254|22OIF|200|ML|SHA|0|53|109||10.89
16241|677|22OIE|75|ML|CRE|0|53|84||11.99
16242|193|22OI3|20|ML|SAL|0|53|90||4.35
16243|552|13OZ00|15|G|GEL|0|53|46||43.95
16244|172|18OZ00IK|150|G|GEL|0|40|25||19.41
16245|677|22OH|125|ML|GEL|0|53|111|A|19.69
16246|166|1COI00OT|10|ML|NAS|0|40|132|B|4.35
16247|190|2FOI|100|ML|TRO|0|40|23||18.66
16248|877|21OKG|30|G|PUL|0|53|||18.48
16249|881|21OKG|60|ST|KAP|0|53|||29.70
16250|485|22OIK|250|ML|BAD|0|53|90||8.68
16251|125|10OJ01OZ|50|ST|TMR|0|40|73||7.90
16252|16|22OZ0|1|ST|ZBU|0|53|162||3.91
16253|16|22OZ0|1|ST|ZBU|0|53|162||3.91
16254|79|18OI0EOI|100|ML|SUS|0|40|277|B|5.60
16255|79|18OI0EOI|100|ML|SUS|0|40|351|B|5.60
16256|79|18OI0EOI|150|ML|SUS|0|40|277|B|7.46
16257|227|21OH1|250|ML|TON|0|53|||21.89
16258|318|22OZ0|1|ST|ZBU|0|53|162||4.39
16259|213|22OI3|100|ML|SAL|0|53|123||18.37
16260|930|1EOH20OZ|2X25|ST|TTR|0|53|||26.13
16261|287|20OHE|1|ST||0|53|273||61.59
16262|329|21OK3|15|ST|BTA|0|53|393||4.12
16263|121|10IZ2F|210|ST|KAP|0|52|230||16.71
16264|173|20OHG|1|ST||0|53|||15.35
16265|173|20OHG|20|ST||0|53|||4.90
16266|156|1COSF|50|G|SAL|0|40|157|B|9.35
16267|156|1COSF|50|G|CRE|0|40|157|B|9.35
16268|37|21OJ0|75|G|BON|0|53|26||2.08
16269|335|21OKG|500|G|SLZ|0|53|245||7.59
16270|298|21OIE|25|G|GEL|0|53|41||1.09
16271|387|22OI2|150|ML||0|53|76||5.45
16272|84|19OZ10SI|10|ST|GSE|0|40|277||9.88
16273|709|21OZ0|400|G|PUL|0|53|165||9.85
16274|248|22OZ0|6|ST|ZBU|0|53|||5.08
16275|530|21OKG|60|ST|KAP|0|53|||32.89
16276|29|1COI0FIO|10|ML|NTR|0|44|132|C|5.49
16277|29|1COI0FIO|10|ML|NTR|0|44|132|C|5.49
16278|477|21OIG|80|ST||0|53|394||60.50
16279|477|21OIG|240|ST||0|53|258||141.35
16280|223|1DOI40OI|20X0.6|ML|ATR|0|40|||9.01
16281|103|20OH5|100|ST||0|53|189||10.21
16282|103|20OH5|100|ST||0|53|189||10.21
16283|41|22OI3|50|ML|XNC|0|53|54||33.00
16284|387|22OI3|250|ML|CRE|0|53|||10.95
16285|181|21OKG|90|ST|KMR|0|53|||46.91
16286|227|21OS0|15|ST|FBE|0|53|||4.58
16287|227|21OS0|15|ST|FBE|0|53|||4.58
16288|227|21OS0|15|ST|FBE|0|53|||4.58
16289|931|10OK11OI|20|ST|DRA|0|40|||6.26
16290|41|22OH|100|ML|MIL|0|53|111||20.35
16291|519|22OI7|60|ML|EMU|0|53|40||3.74
16292|932|20OZ0|1|ST||0|53|||83.45
16293|172|1AOK1F|150|ML||0|53|145|A|17.55
16294|172|1AOK1F|100|ML|LOT|0|53|145|A|10.95
16295|172|21OK2|20|ST|PEL|0|53|71||10.95
16296|172|21OK2|40|ST|PEL|0|53|71||19.75
16297|135|20OI3|25X1|ST||0|53|12||68.08
16298|231|21OKG|100|ML|FLU|0|53|240||5.78
16299|231|21OKG|150|G|PUL|0|53|240||11.83
16300|231|21OKG|300|ST|TAB|0|53|240||7.43
16301|135|20OH5|100|ST||0|53|257||23.88
16302|135|20OH5|100|ST||0|53|257||23.88
16303|135|20OH5|100|ST||0|53|257||23.88
16304|561|10OZ0F|100|ST|KAP|0|53|5||16.49
16305|933|10OI01II|250|ML|LOE|0|53|196||11.65
16306|359|13OZ0F|8|ST|PFL|0|52|20||5.56
16307|227|11OK00OT|20|ST|FTA|0|40|280||7.22
16308|227|11OK00OT|50|ST|FTA|0|40|||15.93
16309|227|11OK00OT|100|ST|FTA|0|40|280||28.95
16310|329|21OKG|40|ST|DRA|0|53|9||5.45
16311|56|12OS0F|10|ST|SUP|0|40|192||10.42
16312|102|21OIG|2X60|ST|KAP|0|53|27||69.25
16313|210|21OKG|250|G||0|53|||32.95
16314|268|22OZG|1|ST||0|53|162||4.19
16315|210|21OKG|500|G||0|53|||82.45
16316|101|10OI03II|47|G|CRE|0|53|||3.91
16317|828|21OIG|120|ST|KAP|0|53|328||34.05
16318|97|18OI|50|ST|HKP|0|40|||35.18
16319|97|18OI|100|ST|HKP|0|40|27||63.76
16320|97|10II50OS|100|ST|HKP|0|40|230||46.15
16321|219|22OI5|50|ML|CRE|0|53|4||6.05
16322|436|21OK2|20|ST|GRA|0|53|71||11.17
16323|436|21OK2|50|ST|GRA|0|53|71||23.65
16324|41|22OI3|15|ML|CRE|0|53|54||30.69
16325|62|22OI5|1|ST|KPG|0|53|203||28.16
16326|98|22OI2|500|ML|FSE|0|53|24||21.95
16327|450|22OZG|40|ST|KAP|0|53|43||9.52
16328|450|22OZG|12|ST|KGU|0|53|43||2.19
16329|156|19OS2F|50|ST|FTA|0|52|||16.28
16330|108|23|150|ML|SPR|0|53|58||10.99
16331|878|20OZ0|1|ST|BEU|0|53|||0.46
16332|176|10OQ00OZ|50|ST|KMR|1|40|1||23.38
16333|176|10OQ00OZ|100|ST|KMR|1|40|11||42.35
16334|176|10OQ00OZ|200|ST|KMR|1|40|11||76.98
16335|16|13II0F|50|ML|DOS|0|53|366||15.35
16336|17|2FOI|50|ST|TAB|0|40|138|B|10.97
16337|17|2FOI|250|ST|TAB|0|40|17|B|41.49
16338|17|2FOI|250|ST|TAB|0|40|||36.44
16339|329|21OS1|10|ST|FBE|0|53|80||1.59
16340|146|1COSF|50|ST|UTA|0|40|132|B|21.11
16341|99|21OJ1|16|ST|BON|0|53||B|3.09
16342|90|22OI3|350|ML|GEL|0|53|95||13.37
16343|127|20OHG|25X3|ST||0|53|||10.13
16344|855|20OH5|1|ST||0|53|||57.20
16345|274|22OI2|50|G|SEI|0|53|||0.64
16346|122|22OI2|200|ML|OEL|0|53|76||9.79
16347|208|2FOI|100|ST|TAB|0|40|23||14.14
16348|78|20OIF|1|ST||0|53|12||3.12
16349|583|22OI2|200|ML|XDG|0|53|76||7.65
16350|583|22OI3|100|ML|GEL|0|53|146||10.51
16351|72|14OI0FIJ|12|ST|VTA|0|40|7||16.91
16352|24|10OJ03II|200|ML|SIR|0|40|73||5.37
16353|24|10OJ03II|500|ML|SIR|0|40|73||11.29
16354|24|10OJ03II|1000|ML|SIR|0|40|73||20.02
16355|105|1COI0FIO|15|ML|DSS|0|53|101|C|5.94
16356|148|20OHG|10|ST||0|53|224||5.00
16357|411|13OZ0ESI|200|G|CRE|0|40|8||41.75
16358|30|20OZ0|1X2|ST||0|53|||12.31
16359|140|21OKG|60|ST|Kap|0|53|||18.48
16360|140|21OKG|120|ST|KAP|0|53|||32.95
16361|140|21OKG|180|ST|KAP|0|53|||46.09
16362|140|21OKG|100|G|Pul|0|53|||32.95
16363|346|24OI|10|ST||0|53|231||7.26
16364|934|22OI3|100|G||0|53|||13.18
16365|29|22OI3|500|ML|SAL|0|53|52||12.10
16366|1|2FOI|100|ST|TAB|0|40|123|C|16.45
16367|95|20OI3|5|ST||0|53|12||4.55
16368|561|22OIF|200|ML|SHA|0|53|60||7.69
16369|534|20OHF|1|ST||0|53|250||109.95
16370|828|21OK2|60|ST|KAP|0|53|328||13.04
16371|37|10OTF0|20|ST|KAP|0|53|||7.08
16372|540|10OZ12OZ|14|ST|TMR|0|40|5||10.96
16373|64|22OI3|300|ML|LOT|0|53|95||4.02
16374|182|10OS10OK|100|ST|KAP|0|40|23||41.25
